trial,s_trending,s_volatile,s_crash,sharpe,cagr,max_dd,cum_ret,kills
60,1.3907924908785247,1.0721359676374358,0.25942918019322453,0.6409,10.79,-34.44,90.11,0
61,0.815929051830793,0.9264149185331856,0.33083063158388054,0.6941,8.55,-24.15,67.23,0
62,0.8736577288737101,0.11336000167381832,0.373394805674513,0.5308,5.52,-17.77,40.08,0
63,0.7624605159228647,1.124175780640535,0.12048528750284238,0.6766,8.28,-26.74,64.65,0
64,0.622757932411486,0.9973352065498873,0.07664215831224702,0.6714,7.06,-23.35,53.41,0
65,0.6792683081577391,0.7192593498250122,0.43728102041873224,0.6882,7.57,-18.92,58.04,0
66,0.6964346657145732,0.3723884074801137,0.3887024191205888,0.6277,6.03,-16.52,44.39,0
67,1.4718264260609675,0.6008894234428107,0.07194875127562539,0.5428,8.36,-31.46,65.43,0
68,0.5139362877082015,0.2755872359986263,0.06591110889326052,0.5917,3.68,-12.61,25.42,0
69,1.1776586736128576,0.14619900555423734,0.2531649658103165,0.503,6.26,-22.29,46.32,0
70,1.1942624356428864,0.6973399310650829,0.09988782583002881,0.5899,8.05,-28.32,62.44,0
71,1.3041245261822627,0.858488555538962,0.3694920019577709,0.639,10.1,-30.44,82.81,0
72,0.6310577515573133,0.1485045643804135,0.4637812755032538,0.5563,5.07,-17.7,36.35,0
73,0.8975781938249406,0.3611384301371277,0.24429202267576666,0.5888,6.21,-19.11,45.91,0
74,1.1628642127635824,1.1467479084563639,0.1432231134410275,0.6505,9.89,-32.61,80.67,0
75,1.4248084293120271,0.02983138966350758,0.27759902116341234,0.4645,6.57,-27.12,49.01,0
76,1.1339751116810852,0.12707688450090396,0.07016979853195632,0.4611,5.31,-22.46,38.34,0
77,0.9191143193163038,1.159478294571818,0.2980212766171864,0.6938,9.71,-28.59,78.76,0
78,1.4330232216002112,0.9652330987355648,0.23369080077764576,0.623,10.39,-34.01,85.88,0
79,1.2847634492521873,0.021404140772385283,0.05457199838286747,0.4222,5.25,-25.67,37.79,0
80,1.3294286148827363,0.956180505990194,0.11632037098321685,0.6131,9.57,-32.99,77.38,0
81,1.0307695905990535,0.7272189848400131,0.4338694768880056,0.6554,8.9,-24.58,70.69,0
82,1.1031071573387257,0.4950858831284164,0.18709202170359135,0.5823,7.27,-24.24,55.23,0
83,0.9258820863735099,0.782317230695969,0.43374531587616244,0.6733,8.75,-23.61,69.22,0
84,0.9538968820762997,0.2974074755416297,0.11833118149879057,0.5384,5.65,-19.94,41.1,0
85,1.2460142802434464,0.9798825161086924,0.05263903992706248,0.6106,9.14,-32.36,73.01,0
86,0.5665588569551782,0.7133203965077421,0.07308662209634914,0.6667,5.72,-18.98,41.69,0
87,1.3246641904563412,0.37240160870888933,0.07193596648557132,0.511,6.97,-26.93,52.6,0
88,1.4209704724874501,0.1986380672823338,0.14236004116896778,0.4812,6.79,-27.2,50.93,0
89,0.6536133951920586,0.13858807639842596,0.010574008168220017,0.4787,3.42,-13.66,23.47,0
90,0.5553954091642601,0.20956976512302322,0.026690966313587694,0.5349,3.41,-12.71,23.36,0
91,1.0911438161109712,0.8168574321594076,0.19681522841601412,0.6369,8.58,-27.67,67.59,0
92,0.8179910969520494,0.605431484426676,0.4375024711173043,0.6602,7.64,-19.76,58.7,0
93,1.351131626822206,0.05217007441535033,0.09074920479826204,0.4376,5.73,-26.61,41.79,0
94,0.736744871104396,0.29926509099865417,0.28561632587138636,0.6003,5.51,-15.46,39.95,0
95,0.9162624257031923,0.05910494391311278,0.1868070692297858,0.4812,4.75,-17.87,33.74,0
96,1.0237529487176373,0.12200628348445916,0.41672927689427985,0.5264,6.24,-20.13,46.13,0
97,0.5519618664651043,1.1098102428216745,0.04955657078993775,0.6627,7.09,-23.79,53.6,0
98,1.3435749515977529,1.0831837727131404,0.48978534029329635,0.6656,11.54,-32.91,98.35,0
99,1.3020258802735936,0.9353730489255947,0.32124163799777383,0.6433,10.22,-31.46,84.08,0
100,1.2789963545781289,0.16146265009577648,0.26803401797381865,0.5026,6.7,-24.08,50.14,0
101,1.0142228701904146,1.029086572947069,0.23139968279675793,0.6708,9.29,-28.78,74.56,0
102,0.8850894961003535,0.7674759254845321,0.13323165875042303,0.6452,7.41,-24.31,56.52,0
103,0.6397684109539569,0.573452728828495,0.2084446842974425,0.6721,5.99,-17.68,43.98,0
104,0.7325699405288737,0.4410141721381536,0.1831962249131237,0.6258,5.7,-17.7,41.58,0
105,0.8274955644125455,0.45535689567231474,0.3428716727279727,0.6305,6.72,-18.58,50.35,0
106,0.7968764745712853,1.1386295120584085,0.45817400976908895,0.7074,9.75,-25.79,79.2,0
107,0.9809104283000786,0.39403344600562656,0.26771739491500157,0.5888,6.73,-20.73,50.48,0
108,1.3485604887736247,0.7831048086721224,0.4021959139735387,0.6279,10.05,-30.11,82.28,0
109,1.0327222760657402,0.7595011551211449,0.14407780709123086,0.6272,7.94,-26.4,61.48,0
110,1.2348931623102908,0.242885511750862,0.3473990644092491,0.5362,7.21,-22.88,54.76,0
111,1.360719068325894,0.1585234047618527,0.3071898702709599,0.5026,7.07,-25.41,53.49,0
112,0.5950957482299346,0.8708587539257122,0.042246609411760117,0.6602,6.32,-21.54,46.86,0
113,1.4359398227006261,0.1648895160453626,0.4794401229545402,0.5183,7.93,-25.95,61.32,0
114,1.3008841760850967,0.7124184053596249,0.39131205231477345,0.6223,9.57,-28.69,77.41,0
115,1.295114838983086,1.1352324753807963,0.1266916769195936,0.635,10.2,-34.37,83.89,0
116,1.0900758953583092,0.11405903707728146,0.30808285001206065,0.5083,6.04,-20.43,44.42,0
117,0.6712913040927888,0.6779407337669302,0.28621525701692485,0.6872,6.83,-19.08,51.33,0
118,0.9659851529812273,0.6271581306157473,0.38196169500329397,0.6462,8.08,-22.66,62.77,0
119,1.2992447165120666,0.5905838586905149,0.29979672076130615,0.5945,8.73,-27.76,68.96,0
120,1.4312362356901018,0.14368030620134736,0.05855178295005525,0.4507,6.23,-27.94,46.06,0
121,0.5877090119107684,0.7894359420486333,0.20930415039518974,0.6986,6.65,-19.54,49.72,0
122,1.2743214161418432,0.805477695970311,0.16681887916411908,0.6097,9.01,-30.36,71.76,0
123,1.3983665473615359,0.9150385764847827,0.13526747045508786,0.6054,9.69,-33.43,78.62,0
124,0.864192017772054,0.37732797624511544,0.07880582431249983,0.5613,5.51,-19.64,39.94,0
125,0.6477833725421916,1.1233529560508928,0.21895201859937663,0.699,8.22,-24.55,64.08,0
126,0.8833198227774098,0.8756228504128535,0.27649653262644996,0.679,8.4,-24.84,65.77,0
127,1.4361399868384623,0.9363617926912706,0.23968478206227017,0.6204,10.31,-33.72,85.01,0
